Add_to_Cartquantity;1714;0.0857
home;1588;0.0794
logout;1599;0.07995
remove;77;0.00385
deferorder;180;0.009
inventory;1722;0.0861
View_Items;7085;0.35425
clearcart;164;0.0082
login;1645;0.08225
cancelorder;30;0.0015
sellinventory;3738;0.1869
purchasecart;213;0.01065
shoppingcart;245;0.01225
